song|genre|difficulty|level|type|score|version|internal_level
energy trixxx|GAME＆VARIETY|MASTER|13+|DX|99.5351%|maimaiでらっくす PLUS|N/A
NULCTRL|GAME＆VARIETY|MASTER|13+|DX|97.9043%|maimaiでらっくす PLUS|N/A
Black Lair|GAME＆VARIETY|MASTER|13+|DX|100.1781%|maimaiでらっくす PLUS|N/A
Altale|GAME＆VARIETY|MASTER|13|STANDARD|99.7950%|FiNALE|N/A
Destr0yer|GAME＆VARIETY|MASTER|12+|DX|100.1184%|UNiVERSE|14.0
Destr0yer|GAME＆VARIETY|MASTER|14|STANDARD|97.4093%|UNiVERSE|14.0
Halcyon|GAME＆VARIETY|MASTER|13|DX|99.5469%|UNiVERSE PLUS|14.3
Halcyon|GAME＆VARIETY|MASTER|14|STANDARD|95.7424%|UNiVERSE PLUS|14.3
サンバランド|GAME＆VARIETY|MASTER|13|STANDARD|98.7966%|UNiVERSE PLUS|13.2
End Time|GAME＆VARIETY|MASTER|14|STANDARD|96.2419%|FiNALE|14.6
L4TS:2018 (feat. あひる & KTA)|GAME＆VARIETY|MASTER|13|STANDARD|100.1842%|FiNALE|13.3
B.M.S.|GAME＆VARIETY|MASTER|14|STANDARD|96.3304%|FiNALE|14.0
ENERGY SYNERGY MATRIX|GAME＆VARIETY|MASTER|13|DX|100.0293%|MiLK PLUS|N/A
ENERGY SYNERGY MATRIX|GAME＆VARIETY|MASTER|13+|STANDARD|97.7292%|MiLK PLUS|N/A
FREEDOM DiVE (tpz Overcute Remix)|GAME＆VARIETY|MASTER|14|STANDARD|98.7118%|MiLK PLUS|N/A
Credits|GAME＆VARIETY|MASTER|14|STANDARD|97.4962%|MiLK|N/A
ULTRA B+K|GAME＆VARIETY|MASTER|13+|STANDARD|98.0170%|MiLK PLUS|N/A
GO BACK 2 YOUR RAVE|GAME＆VARIETY|MASTER|13+|STANDARD|98.0909%|MURASAKi PLUS|N/A
B.B.K.K.B.K.K.|GAME＆VARIETY|MASTER|13+|STANDARD|98.3659%|ORANGE|N/A
魔法少女になるしかねぇ|GAME＆VARIETY|MASTER|13+|STANDARD|98.1008%|FiNALE|N/A
人里に下ったアタイがいつの間にか社畜になっていた件|GAME＆VARIETY|MASTER|13+|STANDARD|97.0567%|MURASAKi PLUS|13.9
Maxi|GAME＆VARIETY|MASTER|13+|STANDARD|98.3483%|MURASAKi PLUS|13.9
KISS CANDY FLAVOR|GAME＆VARIETY|MASTER|13|STANDARD|100.5758%|MURASAKi PLUS|N/A
conflict|GAME＆VARIETY|MASTER|13|DX|99.0344%|MURASAKi|14.1
conflict|GAME＆VARIETY|MASTER|14|STANDARD|95.7489%|MURASAKi|14.1
EVERGREEN|GAME＆VARIETY|MASTER|13|STANDARD|98.8999%|FiNALE|N/A
Party 4U ”holy nite mix”|GAME＆VARIETY|MASTER|13+|STANDARD|99.5056%|PiNK|N/A
GOODMEN|GAME＆VARIETY|MASTER|13|STANDARD|100.3741%|MURASAKi|N/A
Sakura Fubuki|GAME＆VARIETY|MASTER|13+|STANDARD|97.6565%|MURASAKi|N/A
METATRON|GAME＆VARIETY|MASTER|13+|STANDARD|98.2992%|PiNK PLUS|N/A
オモイヨシノ|GAME＆VARIETY|MASTER|13|STANDARD|100.1575%|PiNK|N/A
L9|GAME＆VARIETY|MASTER|13+|STANDARD|98.1614%|ORANGE PLUS|13.6
Good Bye, Mr. Jack|GAME＆VARIETY|MASTER|13+|STANDARD|99.8281%|FiNALE|N/A
麒麟|GAME＆VARIETY|MASTER|14|STANDARD|98.3841%|MiLK|14.0
Jack-the-Ripper◆|GAME＆VARIETY|MASTER|13+|STANDARD|98.9052%|GreeN PLUS|N/A
DRAGONLADY|GAME＆VARIETY|MASTER|13+|STANDARD|97.1665%|GreeN PLUS|N/A
若い力|GAME＆VARIETY|MASTER|13|DX|99.8272%|UNiVERSE PLUS|13.7
デコボコ体操第二|GAME＆VARIETY|MASTER|10+|STANDARD|100.6018%|maimai PLUS|N/A
Reach For The Stars (Re-Colors)|GAME＆VARIETY|MASTER|13+|DX|96.6851%|UNiVERSE PLUS|13.9
Reach For The Stars|GAME＆VARIETY|MASTER|13+|STANDARD|99.9603%|maimai|N/A
Fist Bump|GAME＆VARIETY|MASTER|13|STANDARD|99.1981%|MiLK PLUS|13.0
Live & Learn|GAME＆VARIETY|MASTER|13|STANDARD|99.2157%|GreeN PLUS|13.3
Back 2 Back|GAME＆VARIETY|MASTER|13+|STANDARD|98.5542%|GreeN PLUS|N/A
Windy Hill -Zone 1|GAME＆VARIETY|MASTER|13|STANDARD|99.8735%|GreeN PLUS|13.2
City Escape: Act1|GAME＆VARIETY|MASTER|12+|STANDARD|98.4017%|maimai|N/A
Rooftop Run: Act1|GAME＆VARIETY|MASTER|12|STANDARD|99.8594%|maimai|N/A
Save This World νMIX|GAME＆VARIETY|MASTER|13|STANDARD|98.5423%|GreeN|13.3
Living Universe|GAME＆VARIETY|MASTER|11+|STANDARD|98.7327%|GreeN|N/A
Ignite Infinity|GAME＆VARIETY|MASTER|12|STANDARD|100.8766%|GreeN|N/A
Garden Of The Dragon|GAME＆VARIETY|MASTER|13|STANDARD|99.7464%|PiNK|13.3
時空を超えて久しぶり！|GAME＆VARIETY|MASTER|12+|STANDARD|99.3457%|GreeN|N/A
Her Dream Is To Be A Fantastic Sorceress|GAME＆VARIETY|MASTER|12|STANDARD|100.3128%|GreeN|N/A
キズナの物語|GAME＆VARIETY|MASTER|13|STANDARD|98.6825%|GreeN PLUS|13.2
STAIRWAY TO GENERATION|GAME＆VARIETY|MASTER|13|STANDARD|99.1191%|MURASAKi|N/A
Last Brave ～ Go to zero|GAME＆VARIETY|MASTER|13+|STANDARD|99.4737%|MURASAKi|13.8
Urban Crusher [Remix]|GAME＆VARIETY|MASTER|13|STANDARD|99.6070%|maimai|13.3
Catch The Future|GAME＆VARIETY|MASTER|12+|STANDARD|100.3738%|maimai|N/A
awake|GAME＆VARIETY|MASTER|13|STANDARD|98.6536%|GreeN|N/A
Terminal Storm|GAME＆VARIETY|MASTER|13|STANDARD|98.8570%|GreeN|13.3
After Burner|GAME＆VARIETY|MASTER|13|STANDARD|99.6242%|PiNK|N/A
Space Harrier Main Theme [Reborn]|GAME＆VARIETY|MASTER|13+|STANDARD|98.5506%|maimai PLUS|13.8
Like the Wind [Reborn]|GAME＆VARIETY|MASTER|13+|STANDARD|97.5847%|maimai PLUS|13.8
YA･DA･YO [Reborn]|GAME＆VARIETY|MASTER|13|STANDARD|99.5401%|maimai PLUS|13.3
Crush On You|GAME＆VARIETY|MASTER|11|STANDARD|100.2825%|maimai|N/A
Sun Dance|GAME＆VARIETY|MASTER|11|STANDARD|98.9756%|maimai|N/A
In Chaos|GAME＆VARIETY|MASTER|12|STANDARD|100.5030%|maimai|N/A
Beat Of Mind|GAME＆VARIETY|MASTER|11+|STANDARD|97.8588%|maimai|N/A
Natural Flow|GAME＆VARIETY|MASTER|12|STANDARD|100.2870%|maimai PLUS|N/A
JACKY [Remix]|GAME＆VARIETY|MASTER|13+|STANDARD|99.7331%|maimai|13.4
Mysterious Destiny|GAME＆VARIETY|MASTER|13|STANDARD|99.4700%|GreeN|13.3
Riders Of The Light|GAME＆VARIETY|MASTER|12|STANDARD|99.5977%|GreeN|N/A
コトバ・カラフル|GAME＆VARIETY|MASTER|13|STANDARD|100.2972%|GreeN PLUS|N/A
天国と地獄|GAME＆VARIETY|MASTER|13|STANDARD|98.9244%|maimai|13.3
きみのためなら死ねる|GAME＆VARIETY|MASTER|12|STANDARD|100.3416%|maimai|N/A
Burning Hearts ～炎のANGEL～|GAME＆VARIETY|MASTER|12|STANDARD|100.6616%|GreeN|N/A
かせげ！ジャリンコヒーロー|GAME＆VARIETY|MASTER|12|STANDARD|99.4104%|GreeN PLUS|N/A
ココロスキャンのうた|GAME＆VARIETY|MASTER|13|STANDARD|98.6428%|GreeN|13.5
超絶！Superlative|GAME＆VARIETY|MASTER|13|STANDARD|99.3940%|maimai PLUS|N/A
采配の刻 Power of order|GAME＆VARIETY|MASTER|13|STANDARD|99.5131%|maimai PLUS|N/A
DO RORO DERODERO ON DO RORO|GAME＆VARIETY|MASTER|13|STANDARD|99.7208%|maimai PLUS|13.4
源平大戦絵巻テーマソング|GAME＆VARIETY|MASTER|12+|STANDARD|99.7761%|maimai|12.8
怪盗Rのテーマ|GAME＆VARIETY|MASTER|12+|STANDARD|99.5106%|maimai|N/A
マリアをはげませ|GAME＆VARIETY|MASTER|11+|STANDARD|100.2436%|maimai|N/A
SHOW TIME|GAME＆VARIETY|MASTER|12|STANDARD|99.0225%|maimai|N/A
円舞曲、君に|GAME＆VARIETY|MASTER|13|STANDARD|100.0786%|GreeN|13.4
檄！帝国華撃団(改)|GAME＆VARIETY|MASTER|10+|STANDARD|100.9687%|maimai|N/A
Outlaw's Lullaby|GAME＆VARIETY|MASTER|13+|STANDARD|97.3287%|GreeN PLUS|N/A
Brand-new Japanesque|GAME＆VARIETY|MASTER|12+|STANDARD|98.9857%|GreeN PLUS|N/A
鼓動|GAME＆VARIETY|MASTER|13|STANDARD|98.2098%|GreeN PLUS|13.3
神室雪月花|GAME＆VARIETY|MASTER|12+|STANDARD|99.5646%|GreeN|N/A
KONNANじゃないっ！|GAME＆VARIETY|MASTER|13|STANDARD|99.6779%|GreeN|13.3
セガサターン起動音[H.][Remix]|GAME＆VARIETY|MASTER|12+|STANDARD|97.5809%|GreeN|12.8
レッツゴー!陰陽師|GAME＆VARIETY|MASTER|13|STANDARD|99.9236%|GreeN PLUS|N/A
オパ! オパ! RACER -GMT mashup-|GAME＆VARIETY|MASTER|13|STANDARD|99.1287%|GreeN PLUS|13.6
電車で電車でOPA!OPA!OPA! -GMT mashup-|GAME＆VARIETY|MASTER|13+|STANDARD|97.4110%|GreeN PLUS|N/A
リッジでリッジでGO!GO!GO! -GMT mashup-|GAME＆VARIETY|MASTER|13|STANDARD|99.0221%|GreeN PLUS|N/A
電車で電車でGO!GO!GO!GC! -GMT remix-|GAME＆VARIETY|MASTER|12|STANDARD|98.8500%|GreeN PLUS|N/A
RIDGE RACER STEPS -GMT remix-|GAME＆VARIETY|MASTER|13|STANDARD|100.1723%|GreeN PLUS|13.3
ファンタジーゾーン OPA-OPA! -GMT remix-|GAME＆VARIETY|MASTER|13|STANDARD|99.5321%|GreeN PLUS|13.2
DADDY MULK -Groove remix-|GAME＆VARIETY|MASTER|13+|STANDARD|97.9257%|GreeN|13.8
ホシシズク|maimai|MASTER|12+|DX|100.5344%|FESTiVAL|12.9
分解収束テイル|maimai|MASTER|13+|DX|100.1496%|FESTiVAL|13.7
ミルキースター・シューティングスター|maimai|MASTER|12+|DX|99.6773%|UNiVERSE PLUS|13.2
パーフェクション|maimai|MASTER|13|DX|100.4811%|UNiVERSE PLUS|13.5
デーモンベット|maimai|MASTER|13|DX|99.6128%|UNiVERSE PLUS|13.1
アンビバレンス|maimai|MASTER|13|DX|99.3094%|UNiVERSE|N/A
届かない花束|maimai|MASTER|13|DX|100.3170%|Splash PLUS|13.0
ワードワードワード|maimai|MASTER|13|DX|99.0924%|maimaiでらっくす PLUS|13.3
ヤミツキ|maimai|MASTER|12+|DX|100.2803%|maimaiでらっくす PLUS|N/A
Secret Sleuth|maimai|MASTER|12+|DX|100.2135%|maimaiでらっくす|N/A
BLACK ROSE|maimai|MASTER|12|DX|100.1754%|maimaiでらっくす|N/A
咲キ誇レ常世ノ華|maimai|MASTER|13|STANDARD|99.1292%|MiLK|13.5
天国と地獄 -言ノ葉リンネ-|maimai|MASTER|13|STANDARD|98.6703%|MURASAKi PLUS|N/A
相思創愛|maimai|MASTER|13|STANDARD|99.0240%|MURASAKi PLUS|13.5
空威張りビヘイビア|maimai|MASTER|13|STANDARD|99.7129%|MURASAKi|13.5
分からない|maimai|MASTER|13+|STANDARD|97.9199%|MURASAKi|N/A
Barbed Eye|maimai|MASTER|13|STANDARD|100.0455%|PiNK PLUS|13.0
言ノ葉遊戯|maimai|MASTER|12+|STANDARD|91.6420%|PiNK|N/A
言ノ葉カルマ|maimai|MASTER|13|STANDARD|99.3353%|GreeN PLUS|N/A
悪戯|maimai|MASTER|12+|STANDARD|100.5474%|ORANGE PLUS|N/A
Rising on the horizon|maimai|MASTER|14|DX|98.6408%|FESTiVAL|14.4
Rainbow Rush Story|maimai|MASTER|13+|DX|100.0465%|FESTiVAL|13.8
Tricolor⁂circuS|maimai|MASTER|13+|DX|99.5718%|FESTiVAL|N/A
[X]|maimai|MASTER|14|DX|99.8028%|FESTiVAL|N/A
mystique as iris|maimai|MASTER|14+|DX|96.9927%|FESTiVAL|14.7
Jouez Avec Moi?|maimai|MASTER|13+|DX|97.5364%|UNiVERSE PLUS|N/A
遺伝子レベル∞スパイラル|maimai|MASTER|13+|DX|99.3336%|UNiVERSE PLUS|13.7
パラマウント☆ショータイム！！|maimai|MASTER|13+|DX|99.3940%|UNiVERSE PLUS|13.9
白花の天使|maimai|MASTER|13+|DX|98.9497%|UNiVERSE PLUS|N/A
ｉｓｏｐｈｏｔｅ|maimai|MASTER|13|DX|100.6716%|UNiVERSE PLUS|12.9
前衛的Landscape|maimai|MASTER|13+|DX|99.0125%|UNiVERSE|N/A
トリアージ|maimai|MASTER|13|DX|99.7218%|UNiVERSE|13.1
とびだせ！TO THE COSMIC!!|maimai|MASTER|13+|DX|99.2196%|UNiVERSE|N/A
Starry Colors|maimai|MASTER|14|DX|98.7668%|Splash PLUS|14.0
星めぐり、果ての君へ。|maimai|MASTER|12+|DX|99.2248%|Splash PLUS|12.9
スローアライズ|maimai|MASTER|12+|DX|100.4322%|Splash PLUS|N/A
生命不詳|maimai|MASTER|13+|DX|100.0920%|Splash PLUS|N/A
チエルカ／エソテリカ|maimai|MASTER|14|DX|99.0037%|Splash PLUS|14.1
VANTABLACK RAVER|maimai|MASTER|13+|DX|99.5659%|Splash PLUS|N/A
ワンダーシャッフェンの法則|maimai|MASTER|13+|DX|97.5713%|Splash|14.0
BIRTH|maimai|MASTER|14|DX|97.4245%|Splash|14.5
Regulus|maimai|MASTER|14+|DX|91.4302%|Splash|14.7
Komplexe|maimai|MASTER|13+|DX|99.7420%|Splash|N/A
オリフィス|maimai|MASTER|13|DX|100.5591%|Splash|13.0
ユメヒバナ|maimai|MASTER|13|DX|99.1701%|Splash|13.3
パラボラ|maimai|MASTER|13+|DX|99.8189%|Splash|N/A
ブレインジャックシンドローム|maimai|MASTER|13|DX|99.6056%|maimaiでらっくす PLUS|N/A
Ututu|maimai|MASTER|12+|DX|100.2921%|maimaiでらっくす PLUS|N/A
共鳴|maimai|MASTER|13|DX|99.6276%|maimaiでらっくす PLUS|13.0
居並ぶ穀物と溜息まじりの運送屋|maimai|MASTER|12+|DX|100.1534%|Splash|N/A
マイオドレ！舞舞タイム|maimai|MASTER|12+|DX|99.6040%|Splash|N/A
ぼくたちいつでも　しゅわっしゅわ！|maimai|MASTER|13|DX|100.1111%|Splash|N/A
絡めトリック利己ライザー|maimai|MASTER|12|DX|100.3338%|maimaiでらっくす PLUS|N/A
でらっくmaimai♪てんてこまい!|maimai|MASTER|12+|DX|99.6517%|maimaiでらっくす|N/A
超常マイマイン|maimai|MASTER|12+|DX|99.1300%|maimaiでらっくす|12.6
OTOGEMA|maimai|MASTER|13+|DX|98.6801%|UNiVERSE PLUS|13.8
♡マイマイマイラブ♡|maimai|MASTER|12+|DX|100.5042%|maimaiでらっくす|12.9
タカハせ！名人マン|maimai|MASTER|13|STANDARD|98.1445%|GreeN PLUS|N/A
星空パーティーチューン|maimai|MASTER|13+|DX|100.6820%|UNiVERSE PLUS|N/A
シエルブルーマルシェ|maimai|MASTER|12+|DX|99.9028%|maimaiでらっくす PLUS|N/A
噛み係|maimai|MASTER|13|DX|99.4057%|UNiVERSE|N/A
いっしそう電☆舞舞神拳！|maimai|MASTER|13|STANDARD|99.1053%|MURASAKi|N/A
Paradisoda|maimai|MASTER|13|DX|100.3050%|Splash PLUS|N/A
福宿音屋魂音泉|maimai|MASTER|13|DX|100.1046%|maimaiでらっくす|13.0
キリキリ舞Mine|maimai|MASTER|13|DX|99.5290%|maimaiでらっくす|13.4
FEEL the BEATS|maimai|MASTER|13|STANDARD|99.5723%|PiNK|13.5
FEEL ALIVE|maimai|MASTER|13+|STANDARD|98.1387%|maimai PLUS|13.8
BREAK YOU!!|maimai|MASTER|13|STANDARD|99.5738%|GreeN|13.4
KING is BACK!!|maimai|MASTER|13+|STANDARD|97.0553%|MURASAKi PLUS|N/A
welcome to maimai!! with マイマイマー|maimai|MASTER|13|STANDARD|100.2808%|ORANGE PLUS|N/A
みんなのマイマイマー|maimai|MASTER|13+|STANDARD|99.1085%|GreeN|13.4
Scarlet Wings|maimai|MASTER|12+|DX|97.0239%|maimaiでらっくす|N/A
End of Twilight|maimai|MASTER|13|STANDARD|100.5833%|GreeN PLUS|N/A
夢花火|maimai|MASTER|13+|STANDARD|99.1735%|MURASAKi PLUS|N/A
Now or Never|maimai|MASTER|13|DX|99.2918%|maimaiでらっくす|N/A
Justified|maimai|MASTER|13+|STANDARD|98.6280%|MiLK|N/A
SPILL OVER COLORS|maimai|MASTER|13|STANDARD|99.5591%|MiLK|13.3
アージェントシンメトリー|maimai|MASTER|13|STANDARD|100.1065%|PiNK|N/A
Dreampainter|maimai|MASTER|13|STANDARD|98.4977%|ORANGE|13.0
Monochrome Rainbow|maimai|MASTER|12+|STANDARD|99.7742%|GreeN PLUS|N/A
花と、雪と、ドラムンベース。|maimai|MASTER|14|STANDARD|97.0084%|MiLK PLUS|14.4
FestivaLight|maimai|MASTER|13|STANDARD|99.6125%|MiLK PLUS|N/A
Candy Tall Woman|maimai|MASTER|13+|STANDARD|98.6917%|MiLK|13.6
Kinda Way|maimai|MASTER|12+|STANDARD|98.6364%|MiLK|12.9
Magical Flavor|maimai|MASTER|13|STANDARD|99.2215%|MiLK|N/A
曖昧mind|maimai|MASTER|13|STANDARD|99.6760%|MURASAKi PLUS|13.3
Limit Break|maimai|MASTER|13|STANDARD|99.4250%|MURASAKi PLUS|13.3
Selector|maimai|MASTER|13+|STANDARD|100.0353%|MURASAKi|N/A
スリップフリップ|maimai|MASTER|13+|STANDARD|98.2600%|PiNK|N/A
CYCLES|maimai|MASTER|13|STANDARD|100.1517%|GreeN PLUS|13.3
Lionheart|maimai|MASTER|13|STANDARD|98.3071%|maimai PLUS|13.3
Heartbeats|maimai|MASTER|13|STANDARD|99.3141%|GreeN PLUS|13.2
JUMPIN' JUMPIN'|maimai|MASTER|13|STANDARD|99.2424%|GreeN|13.0
L'épilogue|maimai|MASTER|13+|STANDARD|98.7596%|GreeN|N/A
ぐるぐるWASH！コインランドリー・ディスコ|maimai|MASTER|12|STANDARD|100.1309%|GreeN PLUS|N/A
Spin me harder|maimai|MASTER|13|STANDARD|99.0140%|maimai PLUS|13.3
Night Fly|maimai|MASTER|13|STANDARD|99.6555%|maimai PLUS|N/A
Starlight Disco|maimai|MASTER|13|DX|99.4432%|maimai PLUS|13.0
ENJOY POLIS|maimai|MASTER|12+|STANDARD|99.9267%|FiNALE|N/A
記憶、記録|maimai|MASTER|13|STANDARD|99.0525%|GreeN|13.4
connecting with you|maimai|MASTER|13|STANDARD|100.4019%|PiNK PLUS|13.2
Believe the Rainbow|maimai|MASTER|13|STANDARD|99.8061%|FiNALE|13.3
MIRROR of MAGIC|maimai|MASTER|13|STANDARD|99.2683%|ORANGE|N/A
Cosmic Train|maimai|MASTER|12|STANDARD|96.2981%|GreeN|N/A
ユビキリ|maimai|MASTER|13|STANDARD|99.0195%|MURASAKi PLUS|13.3
planet dancer|maimai|MASTER|13|STANDARD|99.4024%|ORANGE|13.2
ナミダと流星|maimai|MASTER|12|STANDARD|99.5407%|ORANGE PLUS|N/A
ピーマンたべたら|maimai|MASTER|13+|STANDARD|98.9052%|ORANGE|13.5
maimaiちゃんのテーマ|maimai|MASTER|12|STANDARD|97.9516%|maimai PLUS|N/A
Sweets×Sweets|maimai|MASTER|11|STANDARD|99.6491%|maimai|N/A
虹と太陽|maimai|MASTER|12+|STANDARD|100.0144%|maimai|N/A
Color My World|maimai|MASTER|12|STANDARD|99.1250%|maimai|N/A
True Love Song|maimai|MASTER|12|STANDARD|100.9054%|maimai|N/A
ソーラン☆節|maimai|MASTER|13|STANDARD|99.8782%|maimai PLUS|N/A
炭★坑★節|maimai|MASTER|13|STANDARD|99.0320%|maimai|13.5
ネコ日和。|maimai|MASTER|11+|STANDARD|99.6340%|maimai|N/A
Endless World|maimai|MASTER|12+|STANDARD|97.8471%|maimai PLUS|N/A
Backyun! －悪い女－|maimai|MASTER|12+|STANDARD|99.9365%|GreeN|N/A
BaBan!! －甘い罠－|maimai|MASTER|12|STANDARD|98.6046%|maimai|N/A
オレンジの夏|maimai|MASTER|12|STANDARD|99.6895%|maimai|N/A
ぴぴぱぷぅ！|maimai|MASTER|13|STANDARD|100.0151%|maimai PLUS|N/A
炎歌 -ほむらうた-|maimai|MASTER|13|STANDARD|98.7436%|maimai PLUS|N/A
泣き虫O'clock|maimai|MASTER|13|STANDARD|99.3743%|maimai PLUS|13.2
maiム・maiム feat.週刊少年マガジン|maimai|MASTER|13|STANDARD|99.8959%|GreeN|N/A
ジングルベル|maimai|MASTER|14|STANDARD|95.6575%|maimai|14.0
Jörqer|maimai|MASTER|13|DX|99.0300%|Splash|N/A
デスパレイト|maimai|MASTER|13+|STANDARD|98.2395%|MURASAKi PLUS|13.9
Sqlupp (Camellia's "Sqleipd*Hiytex" Remix)|maimai|MASTER|14|DX|97.3617%|Splash|14.5
Valsqotch|maimai|MASTER|14+|DX|94.3856%|maimaiでらっくす PLUS|14.7
P-qoq|maimai|MASTER|13|DX|99.7417%|maimaiでらっくす|13.0
World's end loneliness|maimai|MASTER|14+|DX|95.6074%|UNiVERSE PLUS|14.9
Metamorphosism|maimai|MASTER|14|DX|94.7351%|UNiVERSE PLUS|14.6
WiPE OUT MEMORIES|maimai|MASTER|14+|DX|95.4298%|UNiVERSE PLUS|N/A
チューリングの跡|maimai|MASTER|14|DX|94.5025%|UNiVERSE PLUS|14.6
Swift Swing|maimai|MASTER|14|DX|97.5997%|UNiVERSE PLUS|14.3
Sage|maimai|MASTER|14+|DX|97.0525%|UNiVERSE PLUS|N/A
Irresistible|maimai|MASTER|13+|DX|100.1739%|UNiVERSE PLUS|13.7
HAGAKIRI|maimai|MASTER|13+|DX|97.3878%|UNiVERSE PLUS|13.9
HECATONCHEIR|maimai|MASTER|14|DX|99.1046%|UNiVERSE PLUS|14.0
N3V3R G3T OV3R|maimai|MASTER|14|DX|97.4999%|UNiVERSE PLUS|N/A
Strive against fate|maimai|MASTER|14|DX|95.5990%|UNiVERSE PLUS|N/A
sølips|maimai|MASTER|14+|DX|91.8254%|UNiVERSE PLUS|14.9
Trick tear|maimai|MASTER|14|DX|98.5046%|UNiVERSE|14.4
U&iVERSE -銀河鸞翔-|maimai|MASTER|14|DX|97.5727%|UNiVERSE|14.4
躯樹の墓守|maimai|MASTER|14+|DX|94.5661%|UNiVERSE|14.9
ヨミビトシラズ|maimai|MASTER|13+|DX|98.9409%|UNiVERSE|N/A
Round Round Spinning Around|maimai|MASTER|13|DX|99.5952%|UNiVERSE|N/A
Alcyone|maimai|MASTER|14|DX|98.3041%|UNiVERSE|14.0
Raven Emperor|maimai|MASTER|14|DX|98.8801%|UNiVERSE|14.5
Yorugao|maimai|MASTER|14|DX|94.5001%|UNiVERSE|14.6
華の集落、秋のお届け|maimai|MASTER|13+|DX|97.4807%|UNiVERSE|N/A
星詠みとデスペラード|maimai|MASTER|14|DX|99.2841%|UNiVERSE|14.0
BLACK SWAN|maimai|MASTER|14|DX|95.6829%|UNiVERSE|14.6
NAGAREBOSHI☆ROCKET|maimai|MASTER|14|DX|97.5078%|UNiVERSE|14.2
Lia=Fail|maimai|MASTER|14+|DX|94.8923%|UNiVERSE|14.7
Never Give Up!|maimai|MASTER|13+|DX|98.6810%|Splash PLUS|N/A
ほしぞらスペクタクル|maimai|MASTER|14|DX|97.6035%|Splash PLUS|14.3
VIIIbit Explorer|maimai|MASTER|14+|DX|97.1346%|FESTiVAL|14.7
VIIIbit Explorer|maimai|MASTER|14|STANDARD|99.0325%|FESTiVAL|14.7
Last Samurai|maimai|MASTER|13+|DX|98.3500%|Splash PLUS|N/A
蒼穹舞楽|maimai|MASTER|13+|DX|99.4581%|Splash PLUS|13.9
AMABIE|maimai|MASTER|14|DX|97.0216%|Splash PLUS|14.6
時計の国のジェミニ|maimai|MASTER|13|DX|98.6708%|Splash PLUS|13.0
Xenovcipher|maimai|MASTER|14|DX|98.6529%|Splash PLUS|14.3
Beautiful Future|maimai|MASTER|13+|DX|99.9639%|Splash|N/A
Mutation|maimai|MASTER|14|DX|98.0689%|Splash|14.0
Aetheric Energy|maimai|MASTER|13|DX|99.4639%|Splash|13.1
≠彡"/了→|maimai|MASTER|14|DX|96.1330%|Splash|14.4
Boys O’Clock|maimai|MASTER|13|DX|99.6570%|Splash|N/A
ARAIS|maimai|MASTER|14|DX|96.7601%|Splash|14.4
渦状銀河のシンフォニエッタ|maimai|MASTER|14|DX|95.6443%|maimaiでらっくす PLUS|14.6
GRÄNDIR|maimai|MASTER|13+|DX|99.8239%|maimaiでらっくす PLUS|N/A
封焔の135秒|maimai|MASTER|14+|DX|95.2871%|maimaiでらっくす PLUS|14.8
Stardust Memories|maimai|MASTER|12+|DX|99.5977%|maimaiでらっくす PLUS|N/A
Flashkick|maimai|MASTER|13|DX|100.6426%|maimaiでらっくす PLUS|13.2
UniTas|maimai|MASTER|14|DX|97.2896%|maimaiでらっくす PLUS|14.4
ここからはじまるプロローグ。|maimai|MASTER|13|DX|99.6575%|maimaiでらっくす PLUS|N/A
Heavenly Blast|maimai|MASTER|14+|DX|91.8277%|Splash PLUS|14.8
Glorious Crown|maimai|MASTER|14+|STANDARD|93.6092%|PiNK|N/A
Aiolos|maimai|MASTER|14|STANDARD|97.4375%|ORANGE PLUS|14.4
Technicians High|maimai|MASTER|13|DX|99.3339%|UNiVERSE|13.4
Technicians High|maimai|MASTER|13+|STANDARD|98.4159%|UNiVERSE|13.4
Hyper Active|maimai|MASTER|13+|STANDARD|98.9157%|PiNK PLUS|N/A
BREaK! BREaK! BREaK!|maimai|MASTER|14+|DX|97.1183%|Splash PLUS|14.7
Life Feels Good|maimai|MASTER|13+|STANDARD|98.4995%|GreeN PLUS|N/A
MYTHOS|maimai|MASTER|14|STANDARD|97.8283%|GreeN PLUS|14.1
We Gonna Party|maimai|MASTER|13|STANDARD|99.0418%|maimai PLUS|13.6
GIGANTØMAKHIA|maimai|MASTER|14+|DX|97.2375%|UNiVERSE|14.8
STEEL TRANSONIC|maimai|MASTER|14|DX|98.9506%|maimaiでらっくす PLUS|14.3
Alea jacta est!|maimai|MASTER|14|STANDARD|98.8344%|FiNALE|14.2
AMAZING MIGHTYYYY!!!!|maimai|MASTER|14+|STANDARD|96.3597%|PiNK PLUS|14.7
My My My|maimai|MASTER|13+|DX|100.2677%|maimaiでらっくす PLUS|13.5
CITRUS MONSTER|maimai|MASTER|14|STANDARD|94.9966%|PiNK PLUS|N/A
モ°ルモ°ル|maimai|MASTER|13+|DX|99.2901%|maimaiでらっくす PLUS|N/A
the EmpErroR|maimai|MASTER|14+|STANDARD|94.3525%|FiNALE|N/A
ガラテアの螺旋|maimai|MASTER|14|STANDARD|97.6379%|ORANGE PLUS|N/A
TEmPTaTiON|maimai|MASTER|14+|DX|96.1785%|maimaiでらっくす|14.7
SILENT BLUE|maimai|MASTER|14+|STANDARD|96.8518%|MiLK PLUS|14.8
アポカリプスに反逆の焔を焚べろ|maimai|MASTER|14|DX|97.2195%|maimaiでらっくす|14.4
