song|genre|difficulty|level|type|score|version|internal_level
踊|POPS＆ANIME|Re:MASTER|13|DX|99.9186%|FESTiVAL|13.2
うっせぇわ|POPS＆ANIME|Re:MASTER|13|DX|99.4327%|UNiVERSE|13.2
夜に駆ける|POPS＆ANIME|Re:MASTER|12+|DX|100.3205%|UNiVERSE|12.8
廻廻奇譚|POPS＆ANIME|Re:MASTER|13|DX|100.1266%|UNiVERSE|13.3
秒針を噛む|POPS＆ANIME|Re:MASTER|12+|DX|99.1263%|Splash PLUS|12.7
くらべられっ子|POPS＆ANIME|Re:MASTER|13|DX|99.8902%|UNiVERSE PLUS|13.0
Virtual to LIVE|POPS＆ANIME|Re:MASTER|12+|DX|99.6562%|Splash|N/A
冬のこもりうた|POPS＆ANIME|Re:MASTER|13|DX|99.0980%|Splash PLUS|N/A
only my railgun|POPS＆ANIME|Re:MASTER|12|STANDARD|100.2635%|FiNALE|N/A
ハム太郎とっとこうた|POPS＆ANIME|Re:MASTER|12+|DX|99.9664%|maimaiでらっくす PLUS|12.8
フォニイ|niconico＆VOCALOID™|Re:MASTER|13|DX|100.3821%|FESTiVAL|13.3
ヴィラン|niconico＆VOCALOID™|Re:MASTER|13|DX|100.5713%|FESTiVAL|13.0
ヴァンパイア|niconico＆VOCALOID™|Re:MASTER|13|DX|99.9841%|UNiVERSE PLUS|13.4
ヒバナ|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|100.1331%|FiNALE|N/A
妄想感傷代償連盟|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|100.3724%|MiLK PLUS|N/A
テレキャスタービーボーイ|niconico＆VOCALOID™|Re:MASTER|12+|DX|99.1252%|UNiVERSE|12.8
お気に召すまま|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|99.7038%|FiNALE|N/A
立ち入り禁止|niconico＆VOCALOID™|Re:MASTER|13+|STANDARD|97.7057%|FiNALE|N/A
はやくそれになりたい！|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|99.5139%|MiLK PLUS|13.2
いーあるふぁんくらぶ|niconico＆VOCALOID™|Re:MASTER|12|STANDARD|98.7587%|GreeN|N/A
ロキ|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|99.4929%|FiNALE|N/A
インビジブル|niconico＆VOCALOID™|Re:MASTER|13+|STANDARD|100.2290%|MiLK PLUS|N/A
39|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|100.2729%|maimai PLUS|13.4
Tell Your World|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|99.9436%|maimai PLUS|N/A
カゲロウデイズ|niconico＆VOCALOID™|Re:MASTER|13+|STANDARD|97.7668%|GreeN|N/A
だんだん早くなる|niconico＆VOCALOID™|Re:MASTER|12+|STANDARD|99.6831%|MURASAKi|N/A
からくりピエロ|niconico＆VOCALOID™|Re:MASTER|12+|STANDARD|97.7246%|GreeN PLUS|N/A
結ンデ開イテ羅刹ト骸|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|100.1294%|FiNALE|13.3
マトリョシカ|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|98.2777%|maimai|13.2
ワールズエンド・ダンスホール|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|99.6852%|maimai|13.3
ナイトメア☆パーティーナイト|niconico＆VOCALOID™|Re:MASTER|12|STANDARD|100.4896%|FiNALE|N/A
ロストワンの号哭|niconico＆VOCALOID™|Re:MASTER|14|STANDARD|98.3563%|ORANGE PLUS|14.2
ロミオとシンデレラ|niconico＆VOCALOID™|Re:MASTER|13|STANDARD|98.6947%|maimai PLUS|13.3
ナイト・オブ・ナイツ|東方Project|Re:MASTER|14|STANDARD|98.1257%|GreeN|14.3
サドマミホリック|東方Project|Re:MASTER|13|STANDARD|99.4651%|MiLK PLUS|13.3
最終鬼畜妹フランドール・S|東方Project|Re:MASTER|13+|STANDARD|97.6172%|FiNALE|13.7
クレイジークレイジーダンサーズ|東方Project|Re:MASTER|13|STANDARD|98.9657%|FiNALE|13.3
明星ロケット|東方Project|Re:MASTER|12+|STANDARD|99.7526%|ORANGE|12.7
緋色のDance|東方Project|Re:MASTER|13+|STANDARD|97.4252%|ORANGE|13.7
エピクロスの虹はもう見えない|東方Project|Re:MASTER|13|STANDARD|99.6034%|GreeN PLUS|13.2
隠然|東方Project|Re:MASTER|13|STANDARD|100.0236%|FiNALE|13.4
Bad Apple!! feat nomico|東方Project|Re:MASTER|13|STANDARD|100.2259%|GreeN|13.3
患部で止まってすぐ溶ける～狂気の優曇華院|東方Project|Re:MASTER|14|STANDARD|96.4468%|GreeN PLUS|14.0
ってゐ！ ～えいえんてゐVer～|東方Project|Re:MASTER|13|STANDARD|99.8551%|ORANGE PLUS|13.2
CYBER Sparks|東方Project|Re:MASTER|13+|STANDARD|97.0408%|MiLK PLUS|13.7
Southern Cross|GAME＆VARIETY|Re:MASTER|13+|DX|97.7999%|UNiVERSE|N/A
FLOWER|GAME＆VARIETY|Re:MASTER|14|STANDARD|98.0591%|ORANGE|14.3
City Escape: Act1|GAME＆VARIETY|Re:MASTER|12+|STANDARD|99.1708%|maimai|N/A
Rooftop Run: Act1|GAME＆VARIETY|Re:MASTER|13|STANDARD|100.0204%|maimai|13.2
Save This World νMIX|GAME＆VARIETY|Re:MASTER|13|STANDARD|99.7493%|GreeN|13.3
Living Universe|GAME＆VARIETY|Re:MASTER|12|STANDARD|97.7302%|GreeN|N/A
Crush On You|GAME＆VARIETY|Re:MASTER|13+|STANDARD|96.6633%|maimai|13.7
Sun Dance|GAME＆VARIETY|Re:MASTER|13+|STANDARD|98.8525%|maimai|13.9
In Chaos|GAME＆VARIETY|Re:MASTER|14+|STANDARD|90.2910%|maimai|14.8
Beat Of Mind|GAME＆VARIETY|Re:MASTER|14|STANDARD|95.5418%|maimai|14.2
JACKY [Remix]|GAME＆VARIETY|Re:MASTER|13+|STANDARD|97.4289%|maimai|13.5
Burning Hearts ～炎のANGEL～|GAME＆VARIETY|Re:MASTER|13+|STANDARD|98.0857%|GreeN|13.7
源平大戦絵巻テーマソング|GAME＆VARIETY|Re:MASTER|14|STANDARD|91.7953%|maimai|14.4
檄！帝国華撃団(改)|GAME＆VARIETY|Re:MASTER|13|STANDARD|100.1654%|maimai|N/A
DADDY MULK -Groove remix-|GAME＆VARIETY|Re:MASTER|13+|STANDARD|98.4080%|GreeN|13.7
Secret Sleuth|maimai|Re:MASTER|13+|DX|97.4311%|maimaiでらっくす|13.8
洗脳|maimai|Re:MASTER|12+|STANDARD|100.1133%|PiNK PLUS|N/A
星めぐり、果ての君へ。|maimai|Re:MASTER|13|DX|99.9203%|Splash PLUS|13.0
ぼくたちいつでも　しゅわっしゅわ！|maimai|Re:MASTER|13+|DX|97.8913%|Splash|13.8
超常マイマイン|maimai|Re:MASTER|13+|DX|99.1337%|maimaiでらっくす|13.8
シエルブルーマルシェ|maimai|Re:MASTER|13+|DX|97.3217%|maimaiでらっくす PLUS|13.7
FEEL the BEATS|maimai|Re:MASTER|13+|STANDARD|97.2485%|PiNK|13.8
みんなのマイマイマー|maimai|Re:MASTER|13+|STANDARD|99.8655%|GreeN|13.7
Now or Never|maimai|Re:MASTER|14|DX|98.1794%|maimaiでらっくす|14.0
SPILL OVER COLORS|maimai|Re:MASTER|13|STANDARD|98.8195%|MiLK|13.4
アージェントシンメトリー|maimai|Re:MASTER|13+|STANDARD|98.0419%|PiNK|13.9
花と、雪と、ドラムンベース。|maimai|Re:MASTER|13+|STANDARD|97.8254%|MiLK PLUS|N/A
Limit Break|maimai|Re:MASTER|13+|STANDARD|99.5576%|MURASAKi PLUS|13.8
Night Fly|maimai|Re:MASTER|13|STANDARD|99.9073%|maimai PLUS|N/A
Starlight Disco|maimai|Re:MASTER|12+|STANDARD|97.5543%|maimai PLUS|N/A
記憶、記録|maimai|Re:MASTER|14|STANDARD|98.4357%|GreeN|N/A
planet dancer|maimai|Re:MASTER|13|STANDARD|98.7326%|ORANGE|13.5
Endless World|maimai|Re:MASTER|13|STANDARD|100.0143%|maimai PLUS|13.4
Backyun! －悪い女－|maimai|Re:MASTER|13|STANDARD|99.0240%|GreeN|13.3
ジングルベル|maimai|Re:MASTER|14|STANDARD|97.5202%|maimai|14.0
We Gonna Party|maimai|Re:MASTER|13+|STANDARD|97.3125%|maimai PLUS|N/A
Alea jacta est!|maimai|Re:MASTER|14+|STANDARD|94.2626%|FiNALE|N/A
AMAZING MIGHTYYYY!!!!|maimai|Re:MASTER|14|STANDARD|93.6932%|PiNK PLUS|14.5
the EmpErroR|maimai|Re:MASTER|14+|STANDARD|92.2080%|FiNALE|14.9
ガラテアの螺旋|maimai|Re:MASTER|14+|STANDARD|96.5490%|ORANGE PLUS|N/A
QZKago Requiem|maimai|Re:MASTER|14+|STANDARD|90.6206%|FiNALE|14.9
Garakuta Doll Play|maimai|Re:MASTER|14+|STANDARD|92.9193%|GreeN|N/A
Blew Moon|maimai|Re:MASTER|13|STANDARD|99.3180%|GreeN|13.4
バーチャルダム　ネーション|maimai|Re:MASTER|14|DX|97.2339%|maimaiでらっくす|N/A
Blows Up Everything|maimai|Re:MASTER|14|DX|96.6549%|maimaiでらっくす|14.2
Dragoon|maimai|Re:MASTER|14|STANDARD|95.6423%|ORANGE|14.5
MAXRAGE|maimai|Re:MASTER|14|DX|98.0121%|maimaiでらっくす|14.3
PANDORA PARADOXXX|maimai|Re:MASTER|15|STANDARD|87.0562%|FiNALE|15.0
FFT|maimai|Re:MASTER|14|STANDARD|96.8928%|FiNALE|14.5
Panopticon|maimai|Re:MASTER|14|STANDARD|94.7397%|MURASAKi|14.1
雷切-RAIKIRI-|maimai|Re:MASTER|14+|STANDARD|97.4830%|FiNALE|14.8
Schwarzschild|maimai|Re:MASTER|14+|STANDARD|90.3825%|FiNALE|14.9
Fragrance|maimai|Re:MASTER|14|STANDARD|90.8848%|maimai PLUS|14.5
Death Scythe|maimai|Re:MASTER|14|STANDARD|96.8639%|GreeN|14.2
LUCIA|maimai|Re:MASTER|13+|STANDARD|98.3732%|GreeN|13.7
Revive The Rave|maimai|Re:MASTER|14|STANDARD|93.8933%|PiNK|14.4
D✪N’T ST✪P R✪CKIN’|maimai|Re:MASTER|13|STANDARD|98.6505%|N/A
air's gravity|maimai|Re:MASTER|13|STANDARD|98.8943%|maimai PLUS|13.5
Beat of getting entangled|maimai|Re:MASTER|14|STANDARD|96.4290%|GreeN|14.5
System “Z”|maimai|Re:MASTER|14|STANDARD|98.1177%|GreeN|14.0
Danza zandA|maimai|Re:MASTER|13|STANDARD|99.4460%|GreeN PLUS|13.5
単一指向性オーバーブルーム|オンゲキ＆CHUNITHM|Re:MASTER|13+|DX|98.2665%|Splash PLUS|N/A
踊|POPS＆ANIME|MASTER|11|DX|100.5935%|FESTiVAL|11.5
うっせぇわ|POPS＆ANIME|MASTER|11+|DX|98.7676%|UNiVERSE|N/A
残響散歌|POPS＆ANIME|MASTER|13+|DX|100.5423%|FESTiVAL|13.7
YONA YONA DANCE|POPS＆ANIME|MASTER|12|DX|99.6410%|UNiVERSE PLUS|12.5
春を告げる|POPS＆ANIME|MASTER|12+|DX|99.3297%|UNiVERSE PLUS|12.9
夜に駆ける|POPS＆ANIME|MASTER|11|DX|98.1997%|UNiVERSE|N/A
廻廻奇譚|POPS＆ANIME|MASTER|11+|DX|100.6985%|UNiVERSE|N/A
veil|POPS＆ANIME|MASTER|12+|DX|100.2650%|UNiVERSE|N/A
だから僕は音楽を辞めた|POPS＆ANIME|MASTER|12|DX|99.8669%|maimaiでらっくす PLUS|N/A
前前前世|POPS＆ANIME|MASTER|12+|STANDARD|99.2643%|MURASAKi PLUS|N/A
くらべられっ子|POPS＆ANIME|MASTER|11|DX|100.1864%|UNiVERSE PLUS|11.5
あの世行きのバスに乗ってさらば。|POPS＆ANIME|MASTER|13|DX|98.5046%|UNiVERSE PLUS|13.2
泥の分際で私だけの大切を奪おうだなんて|POPS＆ANIME|MASTER|13|DX|99.0804%|UNiVERSE|N/A
　|POPS＆ANIME|MASTER|12+|DX|100.0162%|UNiVERSE PLUS|12.8
Princess♂|POPS＆ANIME|MASTER|13+|DX|99.1317%|UNiVERSE PLUS|13.7
Photon Melodies|POPS＆ANIME|MASTER|13|DX|98.6409%|UNiVERSE PLUS|13.2
吾輩よ猫であれ|POPS＆ANIME|MASTER|12|DX|100.8093%|UNiVERSE PLUS|12.0
剣を抜け！GCCX MAX|POPS＆ANIME|MASTER|13|DX|100.1165%|UNiVERSE PLUS|13.0
ヒトガタ|POPS＆ANIME|MASTER|13|DX|100.3069%|UNiVERSE PLUS|13.4
オントロジー|POPS＆ANIME|MASTER|12+|DX|99.9415%|UNiVERSE PLUS|12.8
VOLTAGE|POPS＆ANIME|MASTER|13|DX|99.9535%|UNiVERSE|N/A
Virtual to LIVE|POPS＆ANIME|MASTER|11|DX|100.2644%|Splash|N/A
Shiny Smily Story|POPS＆ANIME|MASTER|12|DX|100.5805%|Splash PLUS|N/A
Shooting Stars|POPS＆ANIME|MASTER|12|DX|99.8776%|UNiVERSE|N/A
MOON NIGHTのせいにして|POPS＆ANIME|MASTER|12|DX|100.2301%|UNiVERSE|N/A
ドラゴンエネルギー|POPS＆ANIME|MASTER|12|DX|100.2898%|UNiVERSE|N/A
冬のこもりうた|POPS＆ANIME|MASTER|10+|DX|101.0000%|Splash PLUS|N/A
君の知らない物語|POPS＆ANIME|MASTER|12|DX|100.8289%|GreeN|N/A
ネ！コ！|POPS＆ANIME|MASTER|13|STANDARD|99.2651%|FiNALE|N/A
only my railgun|POPS＆ANIME|MASTER|11|STANDARD|100.7608%|FiNALE|N/A
REVIVER オルタンシア・サーガ -蒼の騎士団- オリジナルVer.|POPS＆ANIME|MASTER|13|STANDARD|100.0149%|MiLK|13.4
真・ハンサム体操でズンドコホイ|POPS＆ANIME|MASTER|13|STANDARD|100.4606%|MURASAKi PLUS|13.3
GET!! 夢&DREAM|POPS＆ANIME|MASTER|12|STANDARD|100.3489%|MURASAKi PLUS|N/A
バラライカ|POPS＆ANIME|MASTER|11+|STANDARD|99.8995%|GreeN PLUS|N/A
若い力 -SEGA HARD GIRLS MIX-|POPS＆ANIME|MASTER|12+|STANDARD|100.1974%|ORANGE PLUS|12.7
セハガガガンバッちゃう！！|POPS＆ANIME|MASTER|13|STANDARD|99.2696%|PiNK PLUS|13.3
ラブリー☆えんじぇる!!|POPS＆ANIME|MASTER|12|STANDARD|100.0946%|PiNK|N/A
ラブって♡ジュエリー♪えんじぇる☆ブレイク！！|POPS＆ANIME|MASTER|13|STANDARD|99.8532%|FiNALE|13.2
デビル☆アイドル|POPS＆ANIME|MASTER|12|DX|100.3671%|maimaiでらっくす|N/A
POP STAR|POPS＆ANIME|MASTER|11|STANDARD|98.6681%|GreeN PLUS|N/A
Love or Lies|POPS＆ANIME|MASTER|11+|STANDARD|99.8494%|maimai|N/A
jelly|POPS＆ANIME|MASTER|12|STANDARD|99.0973%|maimai|N/A
美しく燃える森|POPS＆ANIME|MASTER|10+|STANDARD|99.9230%|maimai|N/A
Love You|POPS＆ANIME|MASTER|11+|STANDARD|98.3971%|maimai|N/A
come again|POPS＆ANIME|MASTER|12|STANDARD|99.6197%|maimai|N/A
Future|POPS＆ANIME|MASTER|10+|STANDARD|100.5718%|maimai|N/A
NIGHT OF FIRE|POPS＆ANIME|MASTER|11+|STANDARD|99.5745%|maimai|N/A
YATTA!|POPS＆ANIME|MASTER|11|STANDARD|99.3437%|GreeN PLUS|N/A
fake!fake!|POPS＆ANIME|MASTER|13|STANDARD|100.4602%|PiNK PLUS|12.9
HIMITSUスパーク|POPS＆ANIME|MASTER|13|STANDARD|100.1024%|PiNK|13.2
日本の米は世界一|POPS＆ANIME|MASTER|13|STANDARD|99.7740%|MURASAKi PLUS|13.3
ウッーウッーウマウマ(ﾟ∀ﾟ)|POPS＆ANIME|MASTER|13|STANDARD|99.5538%|maimai|13.3
Rodeo Machine|POPS＆ANIME|MASTER|13|STANDARD|98.1609%|MiLK PLUS|13.5
ジンギスカン|POPS＆ANIME|MASTER|13|STANDARD|99.0920%|MiLK PLUS|13.2
ミラクル・ショッピング|POPS＆ANIME|MASTER|12+|STANDARD|99.2059%|MiLK|N/A
きらっせ☆ウッド村ファーム|POPS＆ANIME|MASTER|12+|STANDARD|100.7208%|MURASAKi|N/A
にじよめちゃん体操第一億|POPS＆ANIME|MASTER|13+|STANDARD|97.0096%|MiLK PLUS|13.5
インドア系ならトラックメイカー|POPS＆ANIME|MASTER|13|DX|98.9558%|UNiVERSE|13.2
タケモトピアノCMソング|POPS＆ANIME|MASTER|12+|DX|98.0800%|Splash PLUS|N/A
フォニイ|niconico＆VOCALOID™|MASTER|11|DX|100.5928%|FESTiVAL|11.5
ヴィラン|niconico＆VOCALOID™|MASTER|11+|DX|100.6703%|FESTiVAL|11.8
EYE|niconico＆VOCALOID™|MASTER|12+|DX|100.5180%|FESTiVAL|12.9
エンヴィーベイビー|niconico＆VOCALOID™|MASTER|13|DX|99.8541%|UNiVERSE PLUS|12.9
KING|niconico＆VOCALOID™|MASTER|12+|DX|100.0804%|Splash PLUS|N/A
アニマル|niconico＆VOCALOID™|MASTER|13|DX|100.1946%|FESTiVAL|13.1
ジレンマ|niconico＆VOCALOID™|MASTER|12+|DX|100.4330%|FESTiVAL|12.9
ヴァンパイア|niconico＆VOCALOID™|MASTER|11+|DX|99.6637%|UNiVERSE PLUS|11.7
ネガティブ進化論|niconico＆VOCALOID™|MASTER|12+|DX|100.3367%|Splash PLUS|12.7
乙女解剖|niconico＆VOCALOID™|MASTER|12|DX|97.2870%|Splash|N/A
アンドロイドガール|niconico＆VOCALOID™|MASTER|12+|DX|96.7361%|maimaiでらっくす PLUS|12.9
ヒバナ|niconico＆VOCALOID™|MASTER|11+|STANDARD|100.7154%|FiNALE|N/A
妄想感傷代償連盟|niconico＆VOCALOID™|MASTER|11|STANDARD|99.3294%|MiLK PLUS|N/A
ゴーストルール|niconico＆VOCALOID™|MASTER|12+|DX|100.1191%|MURASAKi|N/A
ゴーストルール|niconico＆VOCALOID™|MASTER|13|STANDARD|98.8658%|MURASAKi|N/A
ストリーミングハート|niconico＆VOCALOID™|MASTER|13|STANDARD|99.4573%|ORANGE PLUS|13.3
二息歩行|niconico＆VOCALOID™|MASTER|13|STANDARD|99.3587%|GreeN PLUS|13.2
モザイクロール|niconico＆VOCALOID™|MASTER|13|DX|100.5572%|GreeN|N/A
モザイクロール|niconico＆VOCALOID™|MASTER|12+|STANDARD|100.2429%|GreeN|N/A
弱虫モンブラン|niconico＆VOCALOID™|MASTER|12+|STANDARD|100.6511%|GreeN|N/A
エゴロック|niconico＆VOCALOID™|MASTER|13+|DX|100.5680%|UNiVERSE PLUS|13.7
ジャンキーナイトタウンオーケストラ|niconico＆VOCALOID™|MASTER|12+|DX|100.6094%|UNiVERSE PLUS|12.9
テレキャスタービーボーイ|niconico＆VOCALOID™|MASTER|11+|DX|100.7013%|UNiVERSE|N/A
表裏一体|niconico＆VOCALOID™|MASTER|12+|DX|100.3125%|maimaiでらっくす PLUS|N/A
初音天地開闢神話|niconico＆VOCALOID™|MASTER|13+|DX|98.3804%|UNiVERSE PLUS|13.9
僕は空気が嫁ない|niconico＆VOCALOID™|MASTER|13|DX|99.4942%|UNiVERSE|13.2
デッドマンズバラッド|niconico＆VOCALOID™|MASTER|14|DX|97.1894%|UNiVERSE|14.2
終点|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.7694%|FiNALE|N/A
終焉逃避行|niconico＆VOCALOID™|MASTER|12+|DX|100.1304%|UNiVERSE PLUS|12.9
ただ選択があった|niconico＆VOCALOID™|MASTER|12+|DX|100.2309%|UNiVERSE PLUS|12.7
グッバイ宣言|niconico＆VOCALOID™|MASTER|12+|DX|100.3625%|UNiVERSE|12.7
春嵐|niconico＆VOCALOID™|MASTER|13|DX|99.9307%|UNiVERSE|N/A
ラグトレイン|niconico＆VOCALOID™|MASTER|13|DX|98.5471%|UNiVERSE|N/A
幽霊東京|niconico＆VOCALOID™|MASTER|12|DX|99.3088%|Splash PLUS|N/A
命に嫌われている|niconico＆VOCALOID™|MASTER|12+|DX|98.5124%|Splash|N/A
だれかの心臓になれたなら|niconico＆VOCALOID™|MASTER|11+|DX|100.9340%|maimaiでらっくす|N/A
ビターチョコデコレーション|niconico＆VOCALOID™|MASTER|12+|DX|99.9700%|maimaiでらっくす PLUS|N/A
ノイローゼ|niconico＆VOCALOID™|MASTER|13|DX|99.5180%|UNiVERSE|13.0
悪魔の踊り方|niconico＆VOCALOID™|MASTER|13|DX|99.4643%|UNiVERSE|13.0
ベノム|niconico＆VOCALOID™|MASTER|12+|DX|94.9023%|Splash|N/A
マネマネサイコトロピック|niconico＆VOCALOID™|MASTER|13+|DX|97.1768%|Splash|N/A
失敗作少女|niconico＆VOCALOID™|MASTER|13|DX|99.1678%|UNiVERSE|N/A
自傷無色|niconico＆VOCALOID™|MASTER|12+|DX|100.0097%|Splash|12.7
劣等上等|niconico＆VOCALOID™|MASTER|13|DX|100.5835%|Splash|N/A
雨とペトラ|niconico＆VOCALOID™|MASTER|12|DX|100.4133%|Splash PLUS|N/A
シャルル|niconico＆VOCALOID™|MASTER|12+|STANDARD|93.3300%|MiLK|N/A
ナンセンス文学|niconico＆VOCALOID™|MASTER|13|STANDARD|98.5324%|MiLK|N/A
CocktaiL|niconico＆VOCALOID™|MASTER|12+|DX|100.0120%|maimaiでらっくす|N/A
ロールプレイングゲーム|niconico＆VOCALOID™|MASTER|12|STANDARD|99.6564%|FiNALE|N/A
すーぱーぬこになれんかった|niconico＆VOCALOID™|MASTER|13|DX|100.1049%|maimaiでらっくす PLUS|13.0
すーぱーぬこになりたい|niconico＆VOCALOID™|MASTER|13+|STANDARD|99.1193%|MURASAKi|N/A
quiet room|niconico＆VOCALOID™|MASTER|12|DX|93.6830%|maimaiでらっくす|N/A
初音ミクの激唱|niconico＆VOCALOID™|MASTER|14|STANDARD|96.0041%|MiLK PLUS|14.3
初音ミクの消失|niconico＆VOCALOID™|MASTER|13+|STANDARD|97.5847%|PiNK|13.9
リモコン|niconico＆VOCALOID™|MASTER|13|DX|100.7080%|UNiVERSE|13.2
on the rocks|niconico＆VOCALOID™|MASTER|12+|DX|100.1194%|UNiVERSE|N/A
アカツキアライヴァル|niconico＆VOCALOID™|MASTER|13|DX|99.0699%|UNiVERSE|13.0
セツナトリップ|niconico＆VOCALOID™|MASTER|13|DX|100.0780%|GreeN|N/A
セツナトリップ|niconico＆VOCALOID™|MASTER|13|STANDARD|99.7107%|GreeN|N/A
放課後ストライド|niconico＆VOCALOID™|MASTER|13|STANDARD|99.2383%|GreeN|13.3
ポッピンキャンディ☆フィーバー！|niconico＆VOCALOID™|MASTER|12+|DX|95.3454%|UNiVERSE|12.9
どぅーまいべすと！|niconico＆VOCALOID™|MASTER|12|DX|100.0400%|UNiVERSE|N/A
スターリースカイ☆パレード|niconico＆VOCALOID™|MASTER|12|DX|99.7481%|maimaiでらっくす PLUS|N/A
はやくそれになりたい！|niconico＆VOCALOID™|MASTER|11+|STANDARD|98.7675%|MiLK PLUS|N/A
Alice in 冷凍庫|niconico＆VOCALOID™|MASTER|12+|DX|100.7550%|Splash PLUS|N/A
アスノヨゾラ哨戒班|niconico＆VOCALOID™|MASTER|12+|DX|100.6930%|Splash|12.8
キミノヨゾラ哨戒班|niconico＆VOCALOID™|MASTER|12+|STANDARD|100.3000%|PiNK PLUS|N/A
再会|niconico＆VOCALOID™|MASTER|12|DX|98.8454%|Splash PLUS|N/A
メルティランドナイトメア|niconico＆VOCALOID™|MASTER|11+|DX|99.9064%|maimaiでらっくす|N/A
ヒビカセ|niconico＆VOCALOID™|MASTER|13|STANDARD|100.5669%|MiLK PLUS|N/A
+♂|niconico＆VOCALOID™|MASTER|13|STANDARD|99.2472%|PiNK|N/A
おこちゃま戦争|niconico＆VOCALOID™|MASTER|13|STANDARD|100.0010%|ORANGE|13.3
猫猫的宇宙論|niconico＆VOCALOID™|MASTER|12+|DX|97.3172%|Splash PLUS|N/A
明星ギャラクティカ|niconico＆VOCALOID™|MASTER|12|DX|100.0993%|Splash|N/A
太陽系デスコ|niconico＆VOCALOID™|MASTER|11+|DX|99.6784%|maimaiでらっくす|N/A
彗星ハネムーン|niconico＆VOCALOID™|MASTER|12|STANDARD|99.6136%|MiLK PLUS|N/A
ダンスロボットダンス|niconico＆VOCALOID™|MASTER|13|STANDARD|100.4892%|MiLK|N/A
エイリアンエイリアン|niconico＆VOCALOID™|MASTER|12+|STANDARD|100.0514%|MURASAKi PLUS|N/A
パーフェクト生命|niconico＆VOCALOID™|MASTER|13|STANDARD|99.6974%|PiNK PLUS|N/A
ヘルシーエンド|niconico＆VOCALOID™|MASTER|13|STANDARD|100.0582%|MURASAKi PLUS|N/A
アルティメットセンパイ|niconico＆VOCALOID™|MASTER|13|DX|100.3022%|Splash PLUS|13.0
頓珍漢の宴|niconico＆VOCALOID™|MASTER|13+|STANDARD|98.2564%|PiNK|N/A
ありふれたせかいせいふく|niconico＆VOCALOID™|MASTER|13|STANDARD|100.2908%|PiNK|13.4
腐れ外道とチョコレゐト|niconico＆VOCALOID™|MASTER|13+|STANDARD|98.8813%|maimai PLUS|13.4
ディカディズム|niconico＆VOCALOID™|MASTER|13|DX|99.9899%|Splash PLUS|13.1
命ばっかり|niconico＆VOCALOID™|MASTER|12+|STANDARD|99.7372%|FiNALE|N/A
フラジール|niconico＆VOCALOID™|MASTER|12+|STANDARD|96.0280%|MURASAKi PLUS|N/A
フィクサー|niconico＆VOCALOID™|MASTER|13|STANDARD|99.7247%|MiLK PLUS|N/A
永遠にゲームで対戦したいキリタン|niconico＆VOCALOID™|MASTER|12+|DX|97.8200%|Splash PLUS|N/A
絶対にチョコミントを食べるアオイチャン|niconico＆VOCALOID™|MASTER|12+|DX|99.3390%|Splash|N/A
アカリがやってきたぞっ|niconico＆VOCALOID™|MASTER|12+|DX|99.1659%|maimaiでらっくす|N/A
Seyana. ～何でも言うことを聞いてくれるアカネチャン～|niconico＆VOCALOID™|MASTER|13|STANDARD|98.4307%|MiLK PLUS|13.3
トラフィック・ジャム|niconico＆VOCALOID™|MASTER|12+|DX|100.2502%|Splash PLUS|N/A
ラットが死んだnew words|niconico＆VOCALOID™|MASTER|12+|DX|99.8873%|Splash PLUS|N/A
阿吽のビーツ|niconico＆VOCALOID™|MASTER|12+|DX|97.5662%|Splash PLUS|12.8
デリヘル呼んだら君が来た|niconico＆VOCALOID™|MASTER|13|DX|99.8246%|Splash|13.0
絶え間なく藍色|niconico＆VOCALOID™|MASTER|13|DX|99.6850%|Splash|13.2
ガランド|niconico＆VOCALOID™|MASTER|12+|DX|99.8794%|Splash|N/A
アンクローズ・ヒューマン|niconico＆VOCALOID™|MASTER|13|DX|99.2674%|Splash|13.2
深海シティアンダーグラウンド|niconico＆VOCALOID™|MASTER|12+|DX|100.5910%|maimaiでらっくす PLUS|N/A
KILLER B|niconico＆VOCALOID™|MASTER|12+|DX|99.4347%|maimaiでらっくす PLUS|N/A
スロウダウナー|niconico＆VOCALOID™|MASTER|12|DX|99.7844%|maimaiでらっくす PLUS|N/A
グリーンライツ・セレナーデ|niconico＆VOCALOID™|MASTER|12+|DX|98.5980%|maimaiでらっくす|N/A
METEOR|niconico＆VOCALOID™|MASTER|12|DX|99.5489%|maimaiでらっくす|N/A
メルト|niconico＆VOCALOID™|MASTER|11+|DX|91.5694%|maimaiでらっくす|N/A
デンパラダイム|niconico＆VOCALOID™|MASTER|13|DX|98.4926%|maimaiでらっくす|13.3
骸骨楽団とリリア|niconico＆VOCALOID™|MASTER|13|DX|99.4099%|maimaiでらっくす|N/A
