song|genre|difficulty|level|type|score|version|internal_level
宿星審判|オンゲキ＆CHUNITHM|EXPERT|12|DX|97.6954%|UNiVERSE|12.2
スピカの天秤|オンゲキ＆CHUNITHM|EXPERT|13|DX|98.2855%|UNiVERSE|N/A
ハードコア・シンドローム|オンゲキ＆CHUNITHM|EXPERT|12+|DX|98.5286%|UNiVERSE|N/A
8-EM|オンゲキ＆CHUNITHM|EXPERT|12|DX|99.5707%|UNiVERSE PLUS|12.5
うっせぇわ|POPS＆ANIME|ADVANCED|7|DX|88.2058%|UNiVERSE|N/A
Shiny Smily Story|POPS＆ANIME|ADVANCED|7|DX|83.4397%|Splash PLUS|N/A
命に嫌われている|niconico＆VOCALOID™|ADVANCED|7|DX|98.4166%|Splash|N/A
裏表ラバーズ|niconico＆VOCALOID™|ADVANCED|8|STANDARD|97.2156%|GreeN|N/A
ロストワードクロニカル|東方Project|ADVANCED|7|DX|92.7199%|Splash PLUS|N/A
竹|GAME＆VARIETY|ADVANCED|8+|DX|90.5039%|UNiVERSE|N/A
Grievous Lady|GAME＆VARIETY|ADVANCED|8|DX|88.9530%|Splash|N/A
Big Daddy|GAME＆VARIETY|ADVANCED|8+|DX|95.1165%|Splash PLUS|N/A
チューリングの跡|maimai|ADVANCED|8|DX|100.6916%|UNiVERSE PLUS|N/A
華の集落、秋のお届け|maimai|ADVANCED|7+|DX|99.4865%|UNiVERSE|N/A
雷切-RAIKIRI-|maimai|ADVANCED|9|STANDARD|100.4400%|FiNALE|N/A
Falsum Atlantis.|オンゲキ＆CHUNITHM|ADVANCED|8|DX|96.4994%|UNiVERSE|N/A
チューリングの跡|maimai|BASIC|4|DX|4.3809%|UNiVERSE PLUS|N/A
雷切-RAIKIRI-|maimai|BASIC|7|STANDARD|100.9264%|FiNALE|N/A
